first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,clean_sheets,red_cards,yellow_cards,bonus,selected_by_percent,now_cost,id,team,web_name,form,cost,position,team_name,team_abbr
Idrissa,Gueye,0,0,0,0,0,0,0,0,0,0.0,50,156,8,Gueye,0.0,5.0,MID,Everton,EVE
Morgan,Schneiderlin,0,0,11,647,13,1,1,3,0,0.8,44,158,8,Schneiderlin,1.0,4.4,MID,Everton,EVE
Fabian,Delph,0,0,6,558,14,0,0,2,0,0.2,53,205,8,Delph,0.0,5.3,DEF,Everton,EVE
André Filipe,Tavares Gomes,0,0,13,584,8,2,0,3,0,0.3,53,422,8,André Gomes,0.0,5.3,MID,Everton,EVE
Lewis,Gibson,0,0,0,0,0,0,0,0,0,0.1,43,477,8,Gibson,0.0,4.3,DEF,Everton,EVE
Mason,Holgate,0,2,14,558,14,0,0,2,1,0.2,44,478,8,Holgate,1.8,4.4,DEF,Everton,EVE
Jonas,Lössl,0,0,0,0,0,0,0,0,0,0.3,43,479,8,Lössl,0.0,4.3,GKP,Everton,EVE
Moise,Kean,0,1,16,329,9,0,0,0,0,1.5,64,496,8,Kean,0.5,6.4,FWD,Everton,EVE
Jean-Philippe,Gbamin,0,0,4,135,0,1,0,0,0,0.0,48,497,8,Gbamin,0.0,4.8,MID,Everton,EVE
Djibril,Sidibé,0,2,22,580,12,1,0,2,3,0.2,53,511,8,Sidibé,2.5,5.3,DEF,Everton,EVE
Beni,Baningime,0,0,0,0,0,0,0,0,0,0.0,45,557,8,Baningime,0.0,4.5,MID,Everton,EVE
Anthony,Gordon,0,0,0,0,0,0,0,0,0,0.0,45,561,8,Gordon,0.0,4.5,FWD,Everton,EVE
Ricardo Domingos,Barbosa Pereira,2,1,82,1350,9,7,0,0,10,16.6,65,159,9,Pereira,7.0,6.5,DEF,Leicester,LEI
Benjamin,Chilwell,1,3,64,1080,7,6,0,1,3,14.3,59,161,9,Chilwell,4.0,5.9,DEF,Leicester,LEI
Jonny,Evans,0,2,67,1321,9,7,0,3,7,3.2,51,162,9,Evans,6.2,5.1,DEF,Leicester,LEI
Christian,Fuchs,0,0,11,274,2,1,0,0,0,0.3,43,163,9,Fuchs,1.5,4.3,DEF,Leicester,LEI
Çaglar,Söyüncü,1,1,68,1350,9,7,0,3,5,19.2,51,164,9,Söyüncü,5.2,5.1,DEF,Leicester,LEI
Wes,Morgan,0,0,4,56,0,0,0,0,0,0.7,42,165,9,Morgan,0.2,4.2,DEF,Leicester,LEI
Jamie,Vardy,14,4,115,1350,9,7,0,2,19,48.0,100,166,9,Vardy,8.8,10.0,FWD,Leicester,LEI
Kelechi,Iheanacho,1,1,11,28,0,0,0,0,3,0.3,57,167,9,Iheanacho,2.8,5.7,FWD,Leicester,LEI
Kasper,Schmeichel,0,0,66,1350,9,7,0,0,1,14.2,53,168,9,Schmeichel,5.0,5.3,GKP,Leicester,LEI
Eldin,Jakupovic,0,0,0,0,0,0,0,0,0,0.1,43,169,9,Jakupovic,0.0,4.3,GKP,Leicester,LEI
Danny,Ward,0,0,0,0,0,0,0,0,0,0.2,43,170,9,Ward,0.0,4.3,GKP,Leicester,LEI
James,Maddison,5,3,77,1232,8,6,0,1,10,25.4,76,171,9,Maddison,6.0,7.6,MID,Leicester,LEI
Harvey,Barnes,1,5,51,873,5,5,0,0,3,1.1,59,172,9,Barnes,2.8,5.9,MID,Leicester,LEI
Rachid,Ghezzal,0,0,0,0,0,0,0,0,0,0.0,52,173,9,Ghezzal,0.0,5.2,MID,Leicester,LEI
Marc,Albrighton,0,1,10,190,2,0,0,1,0,0.2,52,174,9,Albrighton,0.2,5.2,MID,Leicester,LEI
Demarai,Gray,0,2,15,204,1,0,0,1,0,0.3,52,175,9,Gray,1.2,5.2,MID,Leicester,LEI
Wilfred,Ndidi,2,0,46,1260,8,7,0,2,3,3.0,50,176,9,Ndidi,2.5,5.0,MID,Leicester,LEI
Matty,James,0,0,0,0,0,0,0,0,0,0.2,43,177,9,James,0.0,4.3,MID,Leicester,LEI
Daniel,Amartey,0,0,0,0,0,0,0,0,0,0.3,43,178,9,Amartey,0.0,4.3,MID,Leicester,LEI
Nampalys,Mendy,0,0,1,1,0,0,0,0,0,1.0,43,179,9,Mendy,0.0,4.3,MID,Leicester,LEI
Hamza,Choudhury,0,1,15,339,4,1,0,1,0,0.7,44,180,9,Choudhury,0.2,4.4,MID,Leicester,LEI
Ayoze,Pérez,4,2,57,876,6,5,0,0,2,7.0,62,265,9,Pérez,3.0,6.2,MID,Leicester,LEI
James,Justin,0,1,4,10,0,0,0,0,0,0.1,48,433,9,Justin,1.0,4.8,DEF,Leicester,LEI
Youri,Tielemans,3,3,65,1319,9,7,0,0,4,10.0,67,448,9,Tielemans,3.5,6.7,MID,Leicester,LEI
Andy,King,0,0,0,0,0,0,0,0,0,0.4,43,480,9,King,0.0,4.3,MID,Leicester,LEI
Dennis,Praet,0,1,17,352,2,1,0,0,0,0.1,53,517,9,Praet,0.8,5.3,MID,Leicester,LEI
Andrew,Robertson,1,5,66,1350,14,2,0,0,8,22.2,71,181,10,Robertson,3.5,7.1,DEF,Liverpool,LIV
Trent,Alexander-Arnold,1,7,67,1342,14,2,0,4,7,30.8,73,182,10,Alexander-Arnold,4.2,7.3,DEF,Liverpool,LIV
Virgil,van Dijk,3,0,60,1350,14,2,0,1,6,39.7,64,183,10,van Dijk,5.5,6.4,DEF,Liverpool,LIV
Joseph,Gomez,0,0,7,107,1,0,0,0,0,0.7,51,184,10,Gomez,0.8,5.1,DEF,Liverpool,LIV
Joel,Matip,1,0,32,630,5,2,0,0,4,1.5,53,185,10,Matip,0.0,5.3,DEF,Liverpool,LIV
Dejan,Lovren,0,1,15,630,8,0,0,1,0,0.7,53,186,10,Lovren,2.5,5.3,DEF,Liverpool,LIV
Roberto,Firmino,4,5,71,1178,9,4,0,0,12,10.1,94,187,10,Firmino,4.2,9.4,FWD,Liverpool,LIV
Divock,Origi,3,1,35,360,9,0,0,0,6,2.7,52,188,10,Origi,3.8,5.2,FWD,Liverpool,LIV
Alisson,Ramses Becker,0,0,12,563,6,0,1,0,0,7.3,60,189,10,Alisson,1.0,6.0,GKP,Liverpool,LIV
Simon,Mignolet,0,0,0,0,0,0,0,0,0,0.0,45,190,10,Mignolet,0.0,4.5,GKP,Liverpool,LIV
Mohamed,Salah,6,3,75,1010,8,4,0,0,8,21.3,122,191,10,Salah,2.8,12.2,MID,Liverpool,LIV
Sadio,Mané,9,6,109,1236,12,3,0,1,15,42.1,123,192,10,Mané,8.2,12.3,MID,Liverpool,LIV
Alex,Oxlade-Chamberlain,0,0,16,401,3,2,0,0,0,0.6,62,193,10,Chamberlain,1.8,6.2,MID,Liverpool,LIV
Xherdan,Shaqiri,1,0,9,101,2,0,0,0,0,0.2,63,194,10,Shaqiri,1.8,6.3,MID,Liverpool,LIV
Adam,Lallana,1,0,15,205,4,0,0,0,1,0.1,58,195,10,Lallana,0.8,5.8,MID,Liverpool,LIV
Naby,Keita,0,0,2,14,0,0,0,0,0,0.2,58,196,10,Keita,0.0,5.8,MID,Liverpool,LIV
Fabio Henrique,Tavares,1,1,32,1006,10,2,0,5,4,1.2,55,197,10,Fabinho,2.5,5.5,MID,Liverpool,LIV
Jordan,Henderson,1,1,39,905,8,4,0,0,2,1.0,54,198,10,Henderson,3.0,5.4,MID,Liverpool,LIV
Georginio,Wijnaldum,2,0,47,1259,12,4,0,0,3,2.8,54,199,10,Wijnaldum,3.5,5.4,MID,Liverpool,LIV
James,Milner,1,2,27,368,6,1,0,2,3,0.6,53,200,10,Milner,1.0,5.3,MID,Liverpool,LIV
Rafael,Camacho,0,0,0,0,0,0,0,0,0,0.0,45,201,10,Camacho,0.0,4.5,MID,Liverpool,LIV
Rhian,Brewster,0,0,0,0,0,0,0,0,0,0.6,43,464,10,Brewster,0.0,4.3,FWD,Liverpool,LIV
Adrián,San Miguel del Castillo,0,0,25,783,9,2,0,1,0,2.9,42,526,10,Adrián,0.5,4.2,GKP,Liverpool,LIV
Andy,Lonergan,0,0,0,0,0,0,0,0,0,0.0,43,530,10,Lonergan,0.0,4.3,GKP,Liverpool,LIV
Caoimhin,Kelleher,0,0,0,0,0,0,0,0,0,0.0,44,531,10,Kelleher,0.0,4.4,GKP,Liverpool,LIV
Harvey,Elliott,0,0,0,0,0,0,0,0,0,0.0,45,550,10,Elliott,0.0,4.5,MID,Liverpool,LIV
Aymeric,Laporte,0,0,9,306,3,1,0,1,0,2.1,63,202,11,Laporte,0.0,6.3,DEF,Man City,MCI
Kyle,Walker,1,2,39,997,14,2,0,2,3,12.3,58,203,11,Walker,1.0,5.8,DEF,Man City,MCI
Benjamin,Mendy,0,0,16,387,3,2,0,0,0,0.9,56,204,11,Mendy,0.8,5.6,DEF,Man City,MCI
Oleksandr,Zinchenko,0,0,18,585,9,2,0,0,0,2.7,52,206,11,Zinchenko,0.0,5.2,DEF,Man City,MCI
John,Stones,0,0,20,641,10,2,0,0,0,1.4,53,207,11,Stones,1.0,5.3,DEF,Man City,MCI
Nicolás,Otamendi,1,1,29,693,10,2,0,2,0,2.3,50,208,11,Otamendi,0.5,5.0,DEF,Man City,MCI
Danilo Luiz,da Silva,0,0,0,0,0,0,0,0,0,0.0,50,209,11,Danilo,0.0,5.0,DEF,Man City,MCI
Sergio,Agüero,9,3,72,810,13,2,0,0,6,11.5,118,210,11,Agüero,1.0,11.8,FWD,Man City,MCI
Gabriel Fernando,de Jesus,5,2,47,635,5,3,0,1,4,3.3,96,211,11,Jesus,4.0,9.6,FWD,Man City,MCI
Ederson,Santana de Moraes,0,0,50,1260,14,5,0,3,2,15.3,60,212,11,Ederson,1.2,6.0,GKP,Man City,MCI
Claudio,Bravo,0,0,1,90,3,0,0,0,0,0.3,48,213,11,Bravo,0.2,4.8,GKP,Man City,MCI
Raheem,Sterling,8,1,79,1221,16,5,0,4,7,28.5,119,214,11,Sterling,3.5,11.9,MID,Man City,MCI
Kevin,De Bruyne,4,10,96,1132,11,6,0,0,13,41.3,103,215,11,De Bruyne,5.5,10.3,MID,Man City,MCI
Leroy,Sané,0,0,0,0,0,0,0,0,0,0.2,93,216,11,Sané,0.0,9.3,MID,Man City,MCI
Riyad,Mahrez,4,5,64,633,4,3,0,0,9,3.6,83,217,11,Mahrez,4.5,8.3,MID,Man City,MCI
Bernardo Mota,Veiga de Carvalho e Silva,5,4,64,835,14,3,0,3,5,10.4,79,218,11,Bernardo Silva,4.5,7.9,MID,Man City,MCI
David,Silva,3,8,77,920,8,6,0,0,8,8.4,76,219,11,David Silva,4.0,7.6,MID,Man City,MCI
Phil,Foden,0,0,7,84,2,0,0,0,0,0.3,51,220,11,Foden,0.8,5.1,MID,Man City,MCI
Fernando,Luiz Rosa,0,0,20,943,10,4,1,2,0,0.7,52,221,11,Fernandinho,2.0,5.2,MID,Man City,MCI
Ilkay,Gündogan,1,0,24,903,15,2,0,5,1,1.3,52,222,11,Gündogan,0.8,5.2,MID,Man City,MCI
José Ángel,Esmorís Tasende,0,1,10,332,5,0,0,1,1,0.2,47,440,11,Angeliño,0.8,4.7,DEF,Man City,MCI
Rodrigo,Hernandez,2,1,40,976,14,4,0,3,3,1.0,54,443,11,Rodrigo,3.8,5.4,MID,Man City,MCI
João Pedro Cavaco,Cancelo,0,0,19,397,3,2,0,1,3,1.0,53,518,11,Cancelo,0.5,5.3,DEF,Man City,MCI
Eric,Garcia,0,0,2,32,1,0,0,0,0,0.0,45,544,11,Garcia,0.2,4.5,DEF,Man City,MCI
Scott,Carson,0,0,0,0,0,0,0,0,0,0.0,40,562,11,Carson,0.0,4.0,GKP,Man City,MCI
Aaron,Wan-Bissaka,0,0,28,1160,16,2,0,4,2,14.8,53,122,12,Wan-Bissaka,1.2,5.3,DEF,Man Utd,MUN
Harry,Maguire,0,0,32,1350,18,2,0,2,0,11.1,53,160,12,Maguire,1.2,5.3,DEF,Man Utd,MUN
Chris,Smalling,0,0,0,0,0,0,0,0,0,0.1,53,223,12,Smalling,0.0,5.3,DEF,Man Utd,MUN
Ashley,Young,0,0,17,861,10,1,0,5,0,0.3,54,224,12,Young,0.5,5.4,DEF,Man Utd,MUN
Victor,Lindelöf,1,0,39,1260,17,2,0,2,3,1.1,53,225,12,Lindelöf,3.2,5.3,DEF,Man Utd,MUN
Luke,Shaw,0,0,10,227,2,1,0,1,0,0.6,54,226,12,Shaw,0.2,5.4,DEF,Man Utd,MUN
Marcos,Rojo,0,0,3,121,2,0,0,1,0,0.1,48,227,12,Rojo,0.2,4.8,DEF,Man Utd,MUN
Eric,Bailly,0,0,0,0,0,0,0,0,0,0.0,49,228,12,Bailly,0.0,4.9,DEF,Man Utd,MUN
José Diogo,Dalot Teixeira,0,0,1,59,0,0,0,0,0,0.1,49,229,12,Dalot,0.0,4.9,DEF,Man Utd,MUN
Matteo,Darmian,0,0,0,0,0,0,0,0,0,0.0,49,230,12,Darmian,0.0,4.9,DEF,Man Utd,MUN
Phil,Jones,0,0,1,45,1,0,0,0,0,0.1,48,231,12,Jones,0.2,4.8,DEF,Man Utd,MUN
Romelu,Lukaku,0,0,0,0,0,0,0,0,0,0.3,85,232,12,Lukaku,0.0,8.5,FWD,Man Utd,MUN
Marcus,Rashford,9,5,92,1306,16,3,0,2,17,18.6,88,233,12,Rashford,8.5,8.8,FWD,Man Utd,MUN
Mason,Greenwood,1,0,17,217,5,0,0,0,0,10.7,43,234,12,Greenwood,2.2,4.3,FWD,Man Utd,MUN
David,de Gea,0,0,48,1350,18,2,0,0,5,13.3,55,235,12,de Gea,2.0,5.5,GKP,Man Utd,MUN
Sergio,Romero,0,0,0,0,0,0,0,0,0,0.2,48,236,12,Romero,0.0,4.8,GKP,Man Utd,MUN
Lee,Grant,0,0,0,0,0,0,0,0,0,0.1,48,237,12,Grant,0.0,4.8,GKP,Man Utd,MUN
Paul,Pogba,0,2,15,450,5,1,0,0,0,3.1,84,238,12,Pogba,0.0,8.4,MID,Man Utd,MUN
Anthony,Martial,3,3,42,695,10,2,0,1,2,6.2,76,239,12,Martial,3.5,7.6,MID,Man Utd,MUN
Alexis,Sánchez,0,0,0,0,0,0,0,0,0,0.4,68,240,12,Sánchez,0.0,6.8,MID,Man Utd,MUN
Jesse,Lingard,0,0,15,543,8,1,0,2,0,0.8,63,241,12,Lingard,1.2,6.3,MID,Man Utd,MUN
Juan,Mata,0,0,14,372,5,2,0,1,0,0.3,62,242,12,Mata,0.5,6.2,MID,Man Utd,MUN
Daniel,James,3,3,54,1252,17,2,0,3,2,10.9,61,243,12,James,2.8,6.1,MID,Man Utd,MUN
Frederico,Rodrigues de Paula Santos,0,0,16,778,12,0,0,3,0,0.2,53,244,12,Fred,1.8,5.3,MID,Man Utd,MUN
Angel,Gomes,0,0,1,9,1,0,0,0,0,0.1,48,245,12,Gomes,0.0,4.8,MID,Man Utd,MUN
Andreas,Pereira,1,1,37,963,12,3,0,1,1,0.6,50,246,12,Pereira,3.2,5.0,MID,Man Utd,MUN
Nemanja,Matic,0,0,6,158,1,1,0,0,0,0.3,48,247,12,Matic,0.0,4.8,MID,Man Utd,MUN
Scott,McTominay,2,2,49,1155,12,2,0,1,6,2.3,51,248,12,McTominay,1.8,5.1,MID,Man Utd,MUN
Tahith,Chong,0,0,2,24,0,0,0,0,0,0.5,44,249,12,Chong,0.0,4.4,MID,Man Utd,MUN
James,Garner,0,0,1,8,1,0,0,0,0,0.2,44,250,12,Garner,0.0,4.4,MID,Man Utd,MUN
Axel,Tuanzebe,0,0,6,186,3,0,0,0,0,0.1,44,481,12,Tuanzebe,0.2,4.4,DEF,Man Utd,MUN
Brandon,Williams,1,0,9,268,6,0,0,3,0,1.8,41,549,12,Williams,1.8,4.1,DEF,Man Utd,MUN
Matt,Ritchie,0,0,8,270,4,1,0,1,0,0.2,53,251,13,Ritchie,0.0,5.3,DEF,Newcastle,NEW
Fabian,Schär,1,0,32,793,14,3,0,2,2,1.5,50,252,13,Schär,0.0,5.0,DEF,Newcastle,NEW
DeAndre,Yedlin,1,0,20,556,8,1,0,1,0,0.1,44,253,13,Yedlin,2.2,4.4,DEF,Newcastle,NEW
Federico,Fernández,1,2,28,563,8,1,0,3,3,0.2,44,254,13,Fernández,2.8,4.4,DEF,Newcastle,NEW
Paul,Dummett,0,0,31,945,18,4,0,2,2,0.3,44,255,13,Dummett,3.5,4.4,DEF,Newcastle,NEW
Javier,Manquillo,0,1,22,395,4,2,0,2,4,0.1,43,256,13,Manquillo,3.0,4.3,DEF,Newcastle,NEW
Florian,Lejeune,0,0,0,0,0,0,0,0,0,0.0,44,257,13,Lejeune,0.0,4.4,DEF,Newcastle,NEW
Jamaal,Lascelles,1,0,38,1000,18,3,0,1,3,3.4,43,258,13,Lascelles,0.2,4.3,DEF,Newcastle,NEW
Ciaran,Clark,2,0,33,720,9,2,0,2,2,0.6,43,259,13,Clark,4.5,4.3,DEF,Newcastle,NEW
Yoshinori,Muto,0,0,5,101,3,0,0,0,0,0.1,52,260,13,Muto,0.0,5.2,FWD,Newcastle,NEW
Jose Luis,Mato Sanmartín,0,0,0,0,0,0,0,0,0,0.0,50,261,13,Joselu,0.0,5.0,FWD,Newcastle,NEW
Martin,Dubravka,0,0,57,1350,22,4,0,0,4,1.0,50,262,13,Dubravka,4.8,5.0,GKP,Newcastle,NEW
Karl,Darlow,0,0,0,0,0,0,0,0,0,0.1,44,263,13,Darlow,0.0,4.4,GKP,Newcastle,NEW
Frederick,Woodman,0,0,0,0,0,0,0,0,0,0.9,40,264,13,Woodman,0.0,4.0,GKP,Newcastle,NEW
Miguel,Almirón,0,1,36,1254,19,5,0,2,0,0.4,58,266,13,Almirón,3.0,5.8,MID,Newcastle,NEW
Christian,Atsu,0,3,28,483,11,2,0,1,0,0.1,54,267,13,Atsu,1.8,5.4,MID,Newcastle,NEW
Sung-yueng,Ki,0,0,4,135,6,0,0,0,0,0.1,47,268,13,Ki Sung-yueng,0.0,4.7,MID,Newcastle,NEW
Jonjo,Shelvey,4,0,46,760,13,2,0,0,6,0.5,50,269,13,Shelvey,5.5,5.0,MID,Newcastle,NEW
