first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,clean_sheets,red_cards,yellow_cards,bonus,selected_by_percent,now_cost,id,team,web_name,form,cost,position,team_name,team_abbr
Shkodran,Mustafi,0,1,6,170,4,0,0,0,0,0.3,52,1,1,Mustafi,0.3,5.2,DEF,Arsenal,ARS
Héctor,Bellerín,0,0,1,262,6,0,0,2,0,0.2,54,2,1,Bellerín,0.0,5.4,DEF,Arsenal,ARS
Sead,Kolasinac,0,2,32,996,17,2,0,3,1,0.5,52,3,1,Kolasinac,1.7,5.2,DEF,Arsenal,ARS
Ainsley,Maitland-Niles,0,2,33,1030,17,3,1,2,3,2.6,46,4,1,Maitland-Niles,2.3,4.6,DEF,Arsenal,ARS
Sokratis,Papastathopoulos,2,0,50,1516,24,3,0,5,5,1.4,49,5,1,Sokratis,2.7,4.9,DEF,Arsenal,ARS
Nacho,Monreal,0,0,10,270,4,1,0,0,1,0.3,50,6,1,Monreal,0.0,5.0,DEF,Arsenal,ARS
Laurent,Koscielny,0,0,0,0,0,0,0,0,0,0.1,50,7,1,Koscielny,0.0,5.0,DEF,Arsenal,ARS
Konstantinos,Mavropanos,0,0,0,0,0,0,0,0,0,0.0,44,8,1,Mavropanos,0.0,4.4,DEF,Arsenal,ARS
Carl,Jenkinson,0,0,0,0,0,0,0,0,0,0.0,45,9,1,Jenkinson,0.0,4.5,DEF,Arsenal,ARS
Rob,Holding,0,0,1,76,2,0,0,0,0,0.1,45,10,1,Holding,0.0,4.5,DEF,Arsenal,ARS
Pierre-Emerick,Aubameyang,13,3,123,1877,30,4,0,3,23,18.4,108,11,1,Aubameyang,5.1,10.8,FWD,Arsenal,ARS
Alexandre,Lacazette,5,2,52,934,15,1,0,4,6,1.6,93,12,1,Lacazette,1.7,9.3,FWD,Arsenal,ARS
Edward,Nketiah,0,0,0,0,0,0,0,0,0,0.6,43,13,1,Nketiah,0.0,4.3,FWD,Arsenal,ARS
Bernd,Leno,0,0,75,1890,30,4,0,2,5,5.2,50,14,1,Leno,3.9,5.0,GKP,Arsenal,ARS
Mesut,Özil,0,2,30,905,15,2,0,0,1,1.0,72,15,1,Özil,2.3,7.2,MID,Arsenal,ARS
Henrikh,Mkhitaryan,0,0,4,110,0,1,0,1,0,0.8,68,16,1,Mkhitaryan,0.0,6.8,MID,Arsenal,ARS
Granit,Xhaka,0,1,33,1274,19,4,0,4,0,0.6,51,18,1,Xhaka,1.7,5.1,MID,Arsenal,ARS
Lucas,Torreira,1,0,34,1073,17,3,0,3,0,1.2,47,19,1,Torreira,2.0,4.7,MID,Arsenal,ARS
Mohamed,Elneny,0,0,0,0,0,0,0,0,0,0.7,43,20,1,Elneny,0.0,4.3,MID,Arsenal,ARS
Matteo,Guendouzi,0,2,39,1410,25,2,0,5,2,6.4,44,21,1,Guendouzi,0.7,4.4,MID,Arsenal,ARS
David,Luiz Moreira Marinho,2,0,52,1620,26,3,0,4,6,4.8,57,106,1,David Luiz,2.4,5.7,DEF,Arsenal,ARS
Emiliano,Martínez,0,0,0,0,0,0,0,0,0,0.2,43,427,1,Martínez,0.0,4.3,GKP,Arsenal,ARS
Calum,Chambers,1,1,42,1102,15,3,0,5,5,1.0,44,467,1,Chambers,2.1,4.4,DEF,Arsenal,ARS
Daniel,Ceballos Fernández,0,2,27,659,10,1,0,0,3,3.2,52,469,1,Ceballos,0.0,5.2,MID,Arsenal,ARS
Nicolas,Pépé,3,3,58,1079,20,2,0,2,5,2.3,91,488,1,Pépé,3.7,9.1,MID,Arsenal,ARS
Reiss,Nelson,0,1,17,436,4,2,0,1,0,0.1,53,489,1,Nelson,1.7,5.3,MID,Arsenal,ARS
Joseph,Willock,0,0,20,544,11,1,0,1,0,0.2,48,490,1,Willock,0.6,4.8,MID,Arsenal,ARS
Gabriel Teodoro,Martinelli Silva,1,1,20,366,6,1,0,1,1,1.6,45,504,1,Martinelli,1.7,4.5,FWD,Arsenal,ARS
Kieran,Tierney,0,0,5,296,6,0,0,1,0,0.4,54,515,1,Tierney,0.3,5.4,DEF,Arsenal,ARS
Bukayo,Saka,0,1,20,695,7,2,0,3,0,0.6,45,541,1,Saka,1.0,4.5,MID,Arsenal,ARS
Emile,Smith Rowe,0,0,4,96,0,1,0,0,0,0.0,44,576,1,Smith Rowe,0.8,4.4,MID,Arsenal,ARS
Tyreece,John-Jules,0,0,0,0,0,0,0,0,0,0.0,45,585,1,John-Jules,0.0,4.5,FWD,Arsenal,ARS
Ahmed,El Mohamady,0,1,20,611,18,1,0,0,5,1.0,42,22,2,El Mohamady,1.9,4.2,DEF,Aston Villa,AVL
James,Chester,0,0,0,0,0,0,0,0,0,0.1,43,23,2,Chester,0.0,4.3,DEF,Aston Villa,AVL
Neil,Taylor,0,0,18,703,13,2,0,2,0,0.2,43,24,2,Taylor,0.1,4.3,DEF,Aston Villa,AVL
Kortney,Hause,0,0,10,450,9,1,0,1,0,0.1,44,25,2,Hause,1.4,4.4,DEF,Aston Villa,AVL
Jonathan,Kodjia,0,0,5,111,6,0,0,1,0,0.1,54,26,2,Kodjia,0.4,5.4,FWD,Aston Villa,AVL
Ørjan,Nyland,0,0,3,87,2,0,0,0,0,0.2,43,27,2,Nyland,0.1,4.3,GKP,Aston Villa,AVL
Conor,Hourihane,3,2,48,769,18,2,0,2,6,0.2,57,28,2,Hourihane,1.9,5.7,MID,Aston Villa,AVL
Jack,Grealish,6,6,94,1703,33,4,0,5,11,17.2,64,29,2,Grealish,5.1,6.4,MID,Aston Villa,AVL
Anwar,El Ghazi,3,4,61,1223,25,4,0,2,0,1.1,55,30,2,El Ghazi,1.3,5.5,MID,Aston Villa,AVL
John,McGinn,3,2,61,1537,30,3,0,2,4,3.9,55,31,2,McGinn,0.9,5.5,MID,Aston Villa,AVL
Andre,Green,0,0,0,0,0,0,0,0,0,0.0,49,32,2,Green,0.0,4.9,MID,Aston Villa,AVL
Birkir,Bjarnason,0,0,0,0,0,0,0,0,0,0.0,45,33,2,Bjarnason,0.0,4.5,MID,Aston Villa,AVL
Keinan,Davis,0,0,6,74,1,0,0,0,0,0.2,43,34,2,Davis,0.0,4.3,MID,Aston Villa,AVL
Henri,Lansbury,0,0,10,178,5,0,0,0,0,0.5,44,35,2,Lansbury,0.7,4.4,MID,Aston Villa,AVL
José Ignacio,Peleteiro Romallo,0,1,15,310,4,2,0,0,0,0.1,58,36,2,Jota,0.4,5.8,MID,Aston Villa,AVL
Tom,Heaton,0,0,59,1794,35,4,0,0,3,5.2,45,94,2,Heaton,3.0,4.5,GKP,Aston Villa,AVL
Matt,Targett,1,2,49,1148,22,3,0,3,9,1.3,44,309,2,Targett,1.1,4.4,DEF,Aston Villa,AVL
Wesley,Moraes,5,1,67,1782,31,6,0,3,7,1.3,56,428,2,Wesley,2.3,5.6,FWD,Aston Villa,AVL
Jed,Steer,0,0,1,7,0,0,0,0,0,0.1,44,429,2,Steer,0.0,4.4,GKP,Aston Villa,AVL
Tyrone,Mings,1,1,45,1462,26,3,0,3,3,2.9,45,445,2,Mings,0.4,4.5,DEF,Aston Villa,AVL
Ezri,Konsa Ngoyo,0,1,22,735,15,2,0,0,0,0.1,43,452,2,Konsa,1.9,4.3,DEF,Aston Villa,AVL
Bjorn,Engels,0,0,34,1221,25,3,0,1,4,0.5,45,455,2,Engels,0.4,4.5,DEF,Aston Villa,AVL
Frédéric,Guilbert,0,2,43,1358,23,4,0,5,2,0.7,44,458,2,Guilbert,0.7,4.4,DEF,Aston Villa,AVL
Mahmoud Ahmed,Ibrahim Hassan,3,1,46,1062,18,3,1,2,2,1.3,52,465,2,Trézéguet,2.4,5.2,MID,Aston Villa,AVL
Douglas Luiz,Soares de Paulo,2,1,52,1231,24,5,0,2,4,3.5,44,470,2,Douglas Luiz,2.4,4.4,MID,Aston Villa,AVL
Lovre,Kalinic,0,0,0,0,0,0,0,0,0,0.1,43,474,2,Kalinic,0.0,4.3,GKP,Aston Villa,AVL
Marvelous,Nakamba,0,0,25,1147,24,1,0,2,0,0.9,44,491,2,Nakamba,1.3,4.4,MID,Aston Villa,AVL
Steve,Cook,1,0,45,1530,27,3,0,3,5,0.3,50,58,3,Steve Cook,0.3,5.0,DEF,Bournemouth,BOU
Nathan,Aké,1,1,50,1384,21,3,0,1,5,6.8,49,59,3,Aké,0.2,4.9,DEF,Bournemouth,BOU
Charlie,Daniels,0,0,3,126,2,0,0,0,0,0.1,43,60,3,Daniels,0.0,4.3,DEF,Bournemouth,BOU
Chris,Mepham,1,0,26,901,19,1,0,1,2,0.8,43,61,3,Mepham,1.8,4.3,DEF,Bournemouth,BOU
Simon,Francis,0,0,10,458,11,1,1,1,1,0.0,44,62,3,Francis,1.5,4.4,DEF,Bournemouth,BOU
Adam,Smith,0,1,32,837,12,3,0,2,3,0.5,43,63,3,Adam Smith,0.0,4.3,DEF,Bournemouth,BOU
Lloyd,Kelly,0,0,0,0,0,0,0,0,0,0.0,44,64,3,Kelly,0.0,4.4,DEF,Bournemouth,BOU
Diego,Rico,0,2,51,1433,22,5,0,6,5,14.3,44,65,3,Rico,1.3,4.4,DEF,Bournemouth,BOU
Jack,Simpson,0,0,3,167,4,0,0,0,0,7.7,39,66,3,Simpson,0.5,3.9,DEF,Bournemouth,BOU
Callum,Wilson,5,3,67,1626,31,3,0,4,4,4.7,74,67,3,Callum Wilson,1.2,7.4,FWD,Bournemouth,BOU
Joshua,King,3,3,58,1307,18,3,0,0,6,3.8,61,68,3,King,1.3,6.1,FWD,Bournemouth,BOU
Dominic,Solanke,0,0,27,950,20,1,0,1,0,0.3,52,69,3,Solanke,1.3,5.2,FWD,Bournemouth,BOU
Sam,Surridge,0,0,0,0,0,0,0,0,0,0.5,43,71,3,Surridge,0.0,4.3,FWD,Bournemouth,BOU
Asmir,Begovic,0,0,0,0,0,0,0,0,0,0.8,42,72,3,Begovic,0.0,4.2,GKP,Bournemouth,BOU
Artur,Boruc,0,0,0,0,0,0,0,0,0,0.3,43,73,3,Boruc,0.0,4.3,GKP,Bournemouth,BOU
Mark,Travers,0,0,0,0,0,0,0,0,0,0.2,43,74,3,Travers,0.0,4.3,GKP,Bournemouth,BOU
Ryan,Fraser,1,3,52,1418,22,4,0,2,2,2.9,69,75,3,Fraser,1.8,6.9,MID,Bournemouth,BOU
David,Brooks,0,0,0,0,0,0,0,0,0,0.1,63,76,3,Brooks,0.0,6.3,MID,Bournemouth,BOU
Junior,Stanislas,0,0,3,106,2,0,0,0,0,0.0,59,77,3,Stanislas,0.5,5.9,MID,Bournemouth,BOU
Jordon,Ibe,0,0,2,48,1,0,0,0,0,0.2,46,78,3,Ibe,0.0,4.6,MID,Bournemouth,BOU
Lewis,Cook,0,1,25,794,14,2,0,3,0,0.0,50,79,3,Lewis Cook,1.2,5.0,MID,Bournemouth,BOU
Andrew,Surman,0,0,3,57,1,0,0,0,0,0.0,47,80,3,Surman,0.0,4.7,MID,Bournemouth,BOU
Dan,Gosling,2,0,24,462,8,1,0,1,1,0.1,49,81,3,Gosling,3.7,4.9,MID,Bournemouth,BOU
Jefferson,Lerma,0,1,34,1498,25,3,0,8,2,0.1,48,82,3,Lerma,2.5,4.8,MID,Bournemouth,BOU
Jack,Stacey,0,1,23,796,12,1,0,2,3,0.1,43,446,3,Stacey,2.8,4.3,DEF,Bournemouth,BOU
Philip,Billing,0,1,37,1501,22,5,0,7,2,0.1,50,476,3,Billing,1.8,5.0,MID,Bournemouth,BOU
Arnaut,Danjuma Groeneveld,0,1,18,405,6,2,0,0,0,0.0,58,492,3,Danjuma,0.3,5.8,MID,Bournemouth,BOU
Aaron,Ramsdale,0,1,77,1890,32,4,0,0,10,6.1,47,494,3,Ramsdale,3.3,4.7,GKP,Bournemouth,BOU
Harry,Wilson,6,0,63,1003,20,2,0,1,5,2.2,59,505,3,Harry Wilson,0.7,5.9,MID,Bournemouth,BOU
Christian,Saydee,0,0,0,0,0,0,0,0,0,0.0,45,564,3,Saydee,0.0,4.5,MID,Bournemouth,BOU
Gavin,Kilkenny,0,0,0,0,0,0,0,0,0,0.0,45,565,3,Kilkenny,0.0,4.5,MID,Bournemouth,BOU
Mihai-Alexandru,Dobre,0,0,0,0,0,0,0,0,0,0.0,45,574,3,Dobre,0.0,4.5,MID,Bournemouth,BOU
Shane,Duffy,1,0,30,801,12,2,0,0,0,1.0,48,37,4,Duffy,1.3,4.8,DEF,Brighton,BHA
Martín,Montoya,0,1,50,1382,19,5,0,3,3,0.7,44,38,4,Montoya,1.7,4.4,DEF,Brighton,BHA
Bernardo,Fernandes da Silva Junior,0,0,12,211,5,1,0,0,2,0.1,43,39,4,Bernardo,1.4,4.3,DEF,Brighton,BHA
Leon,Balogun,0,0,0,0,0,0,0,0,0,0.1,44,40,4,Balogun,0.0,4.4,DEF,Brighton,BHA
Gaëtan,Bong,0,0,3,57,3,0,0,0,0,0.1,43,41,4,Bong,0.0,4.3,DEF,Brighton,BHA
Lewis,Dunk,2,3,74,1710,25,5,0,7,11,13.5,47,42,4,Dunk,2.6,4.7,DEF,Brighton,BHA
Matthew,Clarke,0,0,0,0,0,0,0,0,0,0.0,44,43,4,Clarke,0.0,4.4,DEF,Brighton,BHA
Glenn,Murray,0,0,16,396,4,2,0,0,0,0.7,55,44,4,Murray,0.4,5.5,FWD,Brighton,BHA
Jürgen,Locadia,0,0,3,85,1,1,0,0,0,0.1,52,45,4,Locadia,0.0,5.2,FWD,Brighton,BHA
Florin,Andone,1,0,5,71,2,0,1,0,1,0.4,48,46,4,Andone,0.0,4.8,FWD,Brighton,BHA
Mathew,Ryan,0,0,81,1890,29,5,0,0,11,17.1,48,47,4,Ryan,3.0,4.8,GKP,Brighton,BHA
David,Button,0,0,0,0,0,0,0,0,0,20.1,40,48,4,Button,0.0,4.0,GKP,Brighton,BHA
Pascal,Groß,1,5,57,1239,19,3,0,2,5,0.6,64,49,4,Groß,2.3,6.4,MID,Brighton,BHA
Alireza,Jahanbakhsh,2,0,17,127,0,1,0,0,2,0.1,58,50,4,Jahanbakhsh,2.4,5.8,MID,Brighton,BHA
José Heriberto,Izquierdo Mena,0,0,0,0,0,0,0,0,0,0.0,54,51,4,Izquierdo,0.0,5.4,MID,Brighton,BHA
Anthony,Knockaert,0,0,0,0,0,0,0,0,0,0.0,54,52,4,Knockaert,0.0,5.4,MID,Brighton,BHA
Yves,Bissouma,0,0,13,402,5,1,0,1,0,0.0,50,53,4,Bissouma,1.0,5.0,MID,Brighton,BHA
Davy,Pröpper,1,1,43,1620,25,4,0,3,0,0.4,49,54,4,Pröpper,2.4,4.9,MID,Brighton,BHA
Solomon,March,0,1,21,598,10,2,0,1,3,0.2,46,55,4,March,0.0,4.6,MID,Brighton,BHA
Beram,Kayal,0,0,0,0,0,0,0,0,0,0.2,43,56,4,Kayal,0.0,4.3,MID,Brighton,BHA
Dale,Stephens,0,1,40,1598,25,4,0,5,1,2.2,44,57,4,Stephens,1.7,4.4,MID,Brighton,BHA
Leandro,Trossard,2,5,52,872,16,1,0,0,3,0.3,58,421,4,Trossard,2.7,5.8,MID,Brighton,BHA
Dan,Burn,0,0,47,1821,29,5,0,3,0,0.3,45,475,4,Burn,1.9,4.5,DEF,Brighton,BHA
Adam,Webster,3,0,49,1385,23,2,0,2,5,0.6,44,493,4,Webster,3.6,4.4,DEF,Brighton,BHA
Neal,Maupay,7,1,79,1536,21,5,0,2,12,2.2,58,502,4,Maupay,4.6,5.8,FWD,Brighton,BHA
Aaron,Mooy,1,1,41,1052,16,3,1,0,6,0.6,48,516,4,Mooy,4.1,4.8,MID,Brighton,BHA
Aaron,Connolly,2,2,37,715,12,2,0,0,3,1.4,45,534,4,Connolly,0.9,4.5,FWD,Brighton,BHA
Tudor,Baluta,0,0,0,0,0,0,0,0,0,0.2,40,536,4,Baluta,0.0,4.0,DEF,Brighton,BHA
Steven,Alzate,0,0,26,936,14,3,0,1,0,0.1,45,537,4,Alzate,1.4,4.5,MID,Brighton,BHA
Ezequiel,Schelotto,0,0,4,123,4,0,0,0,0,0.5,40,546,4,Schelotto,0.1,4.0,DEF,Brighton,BHA
Ben,Mee,0,0,53,1890,34,7,0,3,0,0.9,50,83,5,Mee,2.5,5.0,DEF,Burnley,BUR
James,Tarkowski,1,2,72,1890,34,7,0,5,9,4.4,51,84,5,Tarkowski,2.5,5.1,DEF,Burnley,BUR
Matthew,Lowton,0,1,28,1080,23,3,0,2,0,0.4,42,85,5,Lowton,-0.2,4.2,DEF,Burnley,BUR
Phil,Bardsley,0,0,27,810,11,4,0,2,0,0.2,43,86,5,Bardsley,2.5,4.3,DEF,Burnley,BUR
Charlie,Taylor,0,0,25,655,5,3,0,1,1,0.8,42,87,5,Taylor,1.7,4.2,DEF,Burnley,BUR
Kevin,Long,0,0,1,2,0,0,0,0,0,0.1,43,88,5,Long,0.2,4.3,DEF,Burnley,BUR
Ben,Gibson,0,0,0,0,0,0,0,0,0,2.4,39,89,5,Gibson,0.0,3.9,DEF,Burnley,BUR
Ashley,Barnes,6,0,61,1350,21,8,0,4,6,2.8,62,90,5,Barnes,1.2,6.2,FWD,Burnley,BUR
Chris,Wood,8,0,75,1558,22,8,0,1,9,1.0,62,91,5,Wood,4.0,6.2,FWD,Burnley,BUR
Matej,Vydra,0,1,8,83,1,0,0,0,0,0.1,53,92,5,Vydra,0.2,5.3,FWD,Burnley,BUR
Nick,Pope,0,0,75,1890,34,7,0,0,7,14.0,47,93,5,Pope,3.2,4.7,GKP,Burnley,BUR
Joe,Hart,0,0,0,0,0,0,0,0,0,1.1,43,95,5,Hart,0.0,4.3,GKP,Burnley,BUR
Johann Berg,Gudmundsson,1,0,20,398,4,3,0,0,1,0.4,59,96,5,Gudmundsson,0.5,5.9,MID,Burnley,BUR
Dwight,McNeil,1,5,67,1809,32,8,0,3,1,0.6,60,97,5,McNeil,2.0,6.0,MID,Burnley,BUR
Robbie,Brady,1,2,28,394,10,1,0,1,0,0.1,55,98,5,Brady,1.3,5.5,MID,Burnley,BUR
Steven,Defour,0,0,0,0,0,0,0,0,0,0.0,55,99,5,Defour,0.0,5.5,MID,Burnley,BUR
Jeff,Hendrick,2,1,47,1230,24,6,0,5,4,0.1,54,100,5,Hendrick,1.3,5.4,MID,Burnley,BUR
Ashley,Westwood,0,6,60,1620,23,7,0,6,5,0.4,54,101,5,Westwood,3.8,5.4,MID,Burnley,BUR
Jack,Cork,0,0,43,1645,30,6,0,0,0,0.2,49,102,5,Cork,2.3,4.9,MID,Burnley,BUR
Daniel,Drinkwater,0,0,1,58,2,0,0,0,0,0.6,44,120,5,Drinkwater,0.0,4.4,MID,Burnley,BUR
Aaron,Lennon,0,0,12,385,12,0,0,2,0,0.1,47,430,5,Lennon,0.3,4.7,MID,Burnley,BUR
Erik,Pieters,0,3,42,1233,29,3,0,1,7,5.3,44,447,5,Pieters,1.3,4.4,DEF,Burnley,BUR
Jay,Rodriguez,3,0,40,769,23,0,0,1,3,0.2,57,451,5,Rodriguez,2.5,5.7,FWD,Burnley,BUR
Bailey,Peacock-Farrell,0,0,0,0,0,0,0,0,0,0.1,44,495,5,Peacock-Farrell,0.0,4.4,GKP,Burnley,BUR
Mace,Goodridge,0,0,0,0,0,0,0,0,0,0.0,45,571,5,Goodridge,0.0,4.5,MID,Burnley,BUR
Anthony,Driscoll-Glennon,0,0,0,0,0,0,0,0,0,0.0,40,572,5,Driscoll-Glennon,0.0,4.0,DEF,Burnley,BUR
Marcos,Alonso,1,3,47,588,4,4,0,3,5,2.2,60,103,6,Alonso,1.6,6.0,DEF,Chelsea,CHE
Antonio,Rüdiger,0,0,12,495,5,1,0,2,0,0.3,60,104,6,Rüdiger,1.6,6.0,DEF,Chelsea,CHE
César,Azpilicueta,1,2,56,1699,28,3,0,0,4,4.8,58,105,6,Azpilicueta,3.6,5.8,DEF,Chelsea,CHE
Emerson,Palmieri dos Santos,0,0,18,915,18,1,0,1,0,0.8,55,107,6,Emerson,0.6,5.5,DEF,Chelsea,CHE
Andreas,Christensen,0,0,11,671,15,1,0,2,0,0.6,49,108,6,Christensen,0.4,4.9,DEF,Chelsea,CHE
Davide,Zappacosta,0,0,0,0,0,0,0,0,0,0.2,43,109,6,Zappacosta,0.0,4.3,DEF,Chelsea,CHE
Olivier,Giroud,0,0,7,190,5,1,0,0,0,1.0,66,110,6,Giroud,0.0,6.6,FWD,Chelsea,CHE
Kepa,Arrizabalaga,0,0,54,1890,29,4,0,0,0,5.2,55,111,6,Kepa,2.6,5.5,GKP,Chelsea,CHE
Willy,Caballero,0,0,0,0,0,0,0,0,0,0.2,48,112,6,Caballero,0.0,4.8,GKP,Chelsea,CHE
Willian,Borges Da Silva,4,4,86,1450,16,6,0,2,14,6.2,72,113,6,Willian,4.9,7.2,MID,Chelsea,CHE
Pedro,Rodríguez Ledesma,0,0,10,310,6,1,0,0,0,1.2,68,114,6,Pedro,0.1,6.8,MID,Chelsea,CHE
Ruben,Loftus-Cheek,0,0,0,0,0,0,0,0,0,0.1,63,115,6,Loftus-Cheek,0.0,6.3,MID,Chelsea,CHE
Callum,Hudson-Odoi,0,3,28,408,7,1,0,1,3,0.5,53,116,6,Hudson-Odoi,1.0,5.3,MID,Chelsea,CHE
Ross,Barkley,0,0,9,335,5,1,0,0,0,1.3,56,117,6,Barkley,0.0,5.6,MID,Chelsea,CHE
Jorge Luiz,Frello Filho,2,3,54,1423,22,3,0,8,5,3.2,49,118,6,Jorginho,1.9,4.9,MID,Chelsea,CHE
N'Golo,Kanté,3,0,42,1124,16,2,0,3,2,4.6,50,119,6,Kanté,1.9,5.0,MID,Chelsea,CHE
Ethan,Ampadu,0,0,0,0,0,0,0,0,0,0.0,44,121,6,Ampadu,0.0,4.4,MID,Chelsea,CHE
Christian,Pulisic,5,3,70,1069,19,3,0,0,5,5.7,70,431,6,Pulisic,1.6,7.0,MID,Chelsea,CHE
Mateo,Kovacic,1,3,48,1327,23,2,0,6,4,1.1,53,432,6,Kovacic,2.4,5.3,MID,Chelsea,CHE
Kurt,Zouma,0,0,37,1668,26,3,0,3,1,2.0,47,459,6,Zouma,2.0,4.7,DEF,Chelsea,CHE
Tammy,Abraham,12,4,115,1570,22,5,0,2,20,32.9,78,460,6,Abraham,4.6,7.8,FWD,Chelsea,CHE
Michy,Batshuayi,1,2,23,118,4,0,0,0,1,0.5,66,461,6,Batshuayi,0.6,6.6,FWD,Chelsea,CHE
Robert Kenedy,Nunes do Nascimento,0,0,0,0,0,0,0,0,0,0.0,53,462,6,Kenedy,0.0,5.3,MID,Chelsea,CHE
Mason,Mount,5,3,82,1711,25,5,0,3,6,20.1,63,463,6,Mount,3.0,6.3,MID,Chelsea,CHE
Reece,James,0,1,20,511,7,1,0,1,1,0.2,50,506,6,James,1.3,5.0,DEF,Chelsea,CHE
Fikayo,Tomori,1,0,47,1228,16,4,0,3,7,4.0,47,529,6,Tomori,1.1,4.7,DEF,Chelsea,CHE
Billy,Gilmour,0,0,2,9,1,0,0,0,0,0.0,45,533,6,Gilmour,0.0,4.5,MID,Chelsea,CHE
Addji Keaninkin Marc-Israel,Guehi,0,0,0,0,0,0,0,0,0,0.1,40,545,6,Guehi,0.0,4.0,DEF,Chelsea,CHE
Tariq,Lamptey,0,0,1,31,0,0,0,0,0,0.1,40,586,6,Lamptey,0.5,4.0,DEF,Chelsea,CHE
Patrick,van Aanholt,2,0,55,1442,20,4,0,0,3,5.2,55,123,7,van Aanholt,0.7,5.5,DEF,Crystal Palace,CRY
James,Tomkins,1,1,44,1162,15,3,0,2,4,0.9,50,124,7,Tomkins,4.3,5.0,DEF,Crystal Palace,CRY
Mamadou,Sakho,0,0,7,465,8,0,1,0,0,0.1,50,125,7,Sakho,0.8,5.0,DEF,Crystal Palace,CRY
Joel,Ward,0,1,38,1102,15,3,0,2,5,1.1,43,126,7,Ward,0.0,4.3,DEF,Crystal Palace,CRY
Scott,Dann,0,1,15,335,2,1,0,0,0,0.2,43,127,7,Dann,0.3,4.3,DEF,Crystal Palace,CRY
Martin,Kelly,0,1,60,1306,11,6,0,0,4,32.3,44,128,7,Kelly,3.0,4.4,DEF,Crystal Palace,CRY
Christian,Benteke,0,0,17,486,7,1,0,2,0,0.5,57,129,7,Benteke,0.7,5.7,FWD,Crystal Palace,CRY
Connor,Wickham,1,1,13,60,0,0,0,0,2,2.2,44,130,7,Wickham,1.8,4.4,FWD,Crystal Palace,CRY
Vicente,Guaita,0,0,79,1710,19,6,0,1,10,3.4,51,131,7,Guaita,4.7,5.1,GKP,Crystal Palace,CRY
Wayne,Hennessey,0,0,6,180,4,0,0,0,0,0.6,43,132,7,Hennessey,0.0,4.3,GKP,Crystal Palace,CRY
Wilfried,Zaha,3,3,71,1825,23,5,0,3,4,11.5,68,133,7,Zaha,3.5,6.8,MID,Crystal Palace,CRY
Luka,Milivojevic,2,1,58,1785,22,6,0,8,7,2.3,67,134,7,Milivojevic,2.7,6.7,MID,Crystal Palace,CRY
Andros,Townsend,1,1,33,778,12,3,0,0,0,1.0,56,135,7,Townsend,0.5,5.6,MID,Crystal Palace,CRY
Max,Meyer,0,0,13,414,5,1,0,1,0,0.1,52,136,7,Meyer,1.2,5.2,MID,Crystal Palace,CRY
Jeffrey,Schlupp,2,1,40,856,12,4,0,2,3,0.1,55,137,7,Schlupp,0.2,5.5,MID,Crystal Palace,CRY
James,McArthur,0,3,55,1732,16,7,0,3,2,0.7,52,138,7,McArthur,2.0,5.2,MID,Crystal Palace,CRY
Cheikhou,Kouyaté,1,1,51,1457,17,6,0,1,2,0.2,49,139,7,Kouyaté,3.0,4.9,MID,Crystal Palace,CRY
Luke,Dreher,0,0,0,0,0,0,0,0,0,0.1,43,140,7,Dreher,0.0,4.3,MID,Crystal Palace,CRY
James,McCarthy,0,0,17,529,8,0,0,3,0,0.6,44,157,7,McCarthy,1.5,4.4,MID,Crystal Palace,CRY
Jordan,Ayew,5,1,74,1662,18,8,0,3,14,7.2,50,468,7,Ayew,3.7,5.0,FWD,Crystal Palace,CRY
Gary,Cahill,0,0,31,1080,17,3,0,1,3,1.1,44,503,7,Cahill,1.3,4.4,DEF,Crystal Palace,CRY
Víctor,Camarasa,0,0,1,5,0,0,0,0,0,0.2,45,510,7,Camarasa,0.0,4.5,MID,Crystal Palace,CRY
Jairo,Riedewald,0,0,7,295,2,0,0,0,0,0.0,45,539,7,Riedewald,1.2,4.5,MID,Crystal Palace,CRY
Stephen,Henderson,0,0,0,0,0,0,0,0,0,0.4,40,556,7,Henderson,0.0,4.0,GKP,Crystal Palace,CRY
Sam,Woods,0,0,0,0,0,0,0,0,0,0.0,40,578,7,Woods,0.0,4.0,DEF,Crystal Palace,CRY
Tyrick,Mitchell,0,0,0,0,0,0,0,0,0,0.0,40,579,7,Mitchell,0.0,4.0,DEF,Crystal Palace,CRY
Brandon,Pierrick,0,0,1,7,0,0,0,0,0,0.0,45,580,7,Pierrick,0.2,4.5,MID,Crystal Palace,CRY
James,Daly,0,0,0,0,0,0,0,0,0,0.0,45,581,7,Daly,0.0,4.5,FWD,Crystal Palace,CRY
Nya,Kirby,0,0,0,0,0,0,0,0,0,0.0,45,588,7,Kirby,0.0,4.5,MID,Crystal Palace,CRY
Alex,Iwobi,1,0,35,1039,21,1,0,0,2,1.0,56,17,8,Iwobi,1.0,5.6,MID,Everton,EVE
Lucas,Digne,0,3,60,1707,30,5,0,2,7,11.7,57,141,8,Digne,2.6,5.7,DEF,Everton,EVE
Yerry,Mina,0,0,48,1630,27,5,0,2,5,2.1,53,142,8,Mina,2.3,5.3,DEF,Everton,EVE
Michael,Keane,1,0,44,1369,26,3,0,0,3,2.1,53,143,8,Keane,1.9,5.3,DEF,Everton,EVE
